2024/07/20 14:36:17.1932394,3.333333e-004,-1.e-003,6.666667e-004,5.e-004,-8.333334e-004,-8.333334e-004,0.1,-0.1133333,-3.333334e-002,-7.333333e-002
2024/07/20 14:36:17.1937394,-4.e-004,1.166667e-003,-8.333334e-004,-8.333334e-004,6.666667e-004,6.666667e-004,-0.1066667,0.1333333,4.e-002,-1.333333e-002
2024/07/20 14:36:17.1942394,3.333333e-004,-6.666667e-004,-1.5e-003,5.e-004,-8.333334e-004,-8.333334e-004,0.1133333,0.1533333,4.e-002,-1.333333e-002
2024/07/20 14:36:17.1947394,-3.333333e-004,5.e-004,1.e-003,-8.333334e-004,6.666667e-004,6.666667e-004,-0.14,-0.1466667,-4.666667e-002,-8.666667e-002
2024/07/20 14:36:17.1952394,3.333333e-004,-6.666667e-004,1.e-003,-8.333334e-004,-8.333334e-004,-8.333334e-004,-0.12,-0.1466667,-4.666667e-002,-7.333333e-002
2024/07/20 14:36:17.1957394,-3.333333e-004,5.e-004,-1.5e-003,6.666667e-004,6.666667e-004,6.666667e-004,0.1266667,0.1666667,5.333333e-002,-1.333333e-002
2024/07/20 14:36:17.1962394,-3.333333e-004,-6.666667e-004,1.333333e-003,-8.333334e-004,6.666667e-004,6.666667e-004,-0.1533333,-0.1466667,5.333333e-002,-7.333333e-002
2024/07/20 14:36:17.1967394,3.333333e-004,5.e-004,-1.5e-003,6.666667e-004,-8.333334e-004,-1.166667e-003,0.1466667,0.18,-4.666667e-002,-1.333333e-002
2024/07/20 14:36:17.1972394,3.333333e-004,-6.666667e-004,6.666667e-004,5.e-004,6.666667e-004,-8.333334e-004,0.1266667,0.1533333,-3.333334e-002,-7.333333e-002
2024/07/20 14:36:17.1977394,-3.333333e-004,5.e-004,-8.333334e-004,-8.333334e-004,-8.333334e-004,6.666667e-004,-0.1066667,-0.1466667,4.e-002,-1.333333e-002
2024/07/20 14:36:17.1982394,3.333333e-004,-6.666667e-004,6.666667e-004,-8.333334e-004,-8.333334e-004,5.e-004,-0.34,-0.5666667,4.e-002,-7.333333e-002
2024/07/20 14:36:17.1987394,-3.333333e-004,8.333334e-004,-8.333334e-004,6.666667e-004,6.666667e-004,-8.333334e-004,0.2133333,0.36,-3.333334e-002,-1.333333e-002
2024/07/20 14:36:17.1992394,-3.333333e-004,5.e-004,-5.e-004,-8.333334e-004,6.666667e-004,-8.333334e-004,0.1,0.14,4.e-002,-7.333333e-002
2024/07/20 14:36:17.1997394,3.333333e-004,-1.e-003,6.666667e-004,6.666667e-004,-8.333334e-004,6.666667e-004,-9.333333e-002,-0.14,-3.333334e-002,-1.333333e-002
2024/07/20 14:36:17.2002394,3.333333e-004,-6.666667e-004,6.666667e-004,-8.333334e-004,6.666667e-004,-8.333334e-004,0.1133333,0.1333333,-3.333334e-002,-7.333333e-002
2024/07/20 14:36:17.2007394,-3.333333e-004,5.e-004,-8.333334e-004,6.666667e-004,-8.333334e-004,6.666667e-004,-0.1333333,-0.1733333,4.e-002,-1.333333e-002
2024/07/20 14:36:17.2012394,3.333333e-004,-1.e-003,6.666667e-004,-8.333334e-004,6.666667e-004,5.e-004,-0.1066667,-0.1266667,4.e-002,-1.333333e-002
2024/07/20 14:36:17.2017394,-3.333333e-004,8.333334e-004,-8.333334e-004,6.666667e-004,-8.333334e-004,-8.333334e-004,0.1,0.12,-4.666667e-002,-7.333333e-002
2024/07/20 14:36:17.2022394,3.333333e-004,-6.666667e-004,6.666667e-004,-8.333334e-004,-8.333334e-004,5.e-004,-0.1066667,-0.14,-3.333334e-002,-1.333333e-002
2024/07/20 14:36:17.2027394,-4.e-004,8.333334e-004,-8.333334e-004,6.666667e-004,6.666667e-004,-8.333334e-004,0.1133333,0.14,4.e-002,-7.333333e-002
2024/07/20 14:36:17.2032394,3.333333e-004,5.e-004,6.666667e-004,5.e-004,-8.333334e-004,5.e-004,0.1266667,0.18,4.e-002,-7.333333e-002
2024/07/20 14:36:17.2037394,-3.333333e-004,-1.e-003,-8.333334e-004,-8.333334e-004,6.666667e-004,-8.333334e-004,-0.12,-0.14,-4.666667e-002,0.
